Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,FarePerPerson,IsAlone,AgeGroup
0,3,1,-0.6405561572150034,0,0,-0.48538929185170254,S,1,-0.48538929185170254,1,1
0,3,1,-0.1489665481895357,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
1,2,0,0.1459872172257449,0,0,-0.3832384015201353,Q,1,-0.3832384015201353,1,0
1,2,0,-0.6405561572150034,1,1,-0.04974578896707752,S,3,-0.016581929655692506,0,1
0,3,1,-0.05064862638444217,8,2,0.7624539371005796,S,11,0.06931399428187088,0,1
1,1,0,0.7358947480563062,0,0,2.086075100051179,C,1,2.086075100051179,1,0
1,2,0,0.7358947480563062,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
1,3,0,0.24430513903083845,1,1,-0.21949653319453488,S,3,-0.07316551106484497,0,0
1,1,0,-1.2304636880455646,0,1,0.5306955994832271,C,2,0.26534779974161354,0,1
1,3,0,-0.05064862638444217,2,0,-0.1649159104193347,Q,3,-0.05497197013977823,0,1
0,1,1,1.6699150052046947,0,0,-0.05976058213683902,S,1,-0.05976058213683902,1,0
0,1,1,0.9325305916664932,0,1,2.4431866008158027,S,2,1.2215933004079014,0,0
0,3,1,-1.2304636880455646,2,0,-0.2700712387018304,S,3,-0.09002374623394348,0,1
1,1,0,-0.05064862638444217,1,0,2.0463504214640036,S,2,1.0231752107320018,0,1
0,3,1,-0.05064862638444217,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,1,1,0.04766929542065137,1,0,0.7033666573989868,S,2,0.3516833286994934,0,0
1,1,0,1.2274843570817737,0,0,2.0633755698525977,C,1,2.0633755698525977,1,0
1,3,1,1.620756044302148,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
0,1,1,1.620756044302148,0,0,0.08044652223982192,S,1,0.08044652223982192,1,0
1,1,0,-0.4439203136048163,3,2,4.637177414481302,S,6,0.7728629024135504,0,1
0,2,1,-0.05064862638444217,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
0,2,1,-0.3456023917997228,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
0,2,1,0.7358947480563062,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
1,2,0,-0.4439203136048163,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
1,2,0,1.1291664352766801,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
1,3,0,-0.05064862638444217,1,0,-0.30812745274692405,S,2,-0.15406372637346202,0,1
1,3,1,-2.5085966715117807,1,1,-0.31213337001482866,S,3,-0.10404445667160955,0,1
0,3,1,1.3258022788868673,0,0,-0.45709750114712633,S,1,-0.45709750114712633,1,0
0,3,1,-0.5422382354099099,0,0,-0.44583085883114465,S,1,-0.44583085883114465,1,1
0,1,1,-0.05064862638444217,0,0,0.07043172907006041,S,1,0.07043172907006041,1,1
0,3,1,-1.3287816098506582,1,1,-0.4858059072475647,C,3,-0.16193530241585488,0,1
0,3,1,-0.3456023917997228,1,0,-0.274077155969735,S,2,-0.1370385779848675,0,1
0,3,1,-0.05064862638444217,0,0,-0.4858900315101906,C,1,-0.4858900315101906,1,1
0,3,1,-0.05064862638444217,0,0,-0.4403227225877758,S,1,-0.4403227225877758,1,1
1,1,0,-0.6405561572150034,0,1,0.47102345586052025,S,2,0.23551172793026012,0,1
0,2,0,0.9325305916664932,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
1,3,0,-0.05064862638444217,0,0,-0.4727866761268747,Q,1,-0.4727866761268747,1,1
1,3,0,-0.05064862638444217,0,0,-0.4727866761268747,Q,1,-0.4727866761268747,1,1
0,3,1,1.1291664352766801,1,4,-0.07177833394055284,S,6,-0.011963055656758807,0,0
0,2,1,0.04766929542065137,1,0,-0.07536763581259531,C,2,-0.037683817906297656,0,0
0,3,0,1.620756044302148,0,1,-0.34109214594451104,C,2,-0.17054607297225552,0,0
0,3,1,0.6375768262512126,0,0,-0.48939520911960716,S,1,-0.48939520911960716,1,0
0,3,1,-0.05064862638444217,1,0,-0.3201452045506379,Q,2,-0.16007260227531894,0,1
0,3,1,0.1459872172257449,0,0,-0.48538929185170254,S,1,-0.48538929185170254,1,0
1,3,0,-0.05064862638444217,0,0,-0.4858059072475647,C,1,-0.4858059072475647,1,1
1,3,0,-0.05064862638444217,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,1
1,1,0,-0.4439203136048163,0,0,0.7574465405156989,C,1,0.7574465405156989,1,1
1,1,1,-0.3456023917997228,1,0,0.47987052414668746,C,2,0.23993526207334373,0,1
0,3,1,-1.0338278444353775,1,0,-0.5004956058689708,S,2,-0.2502478029344854,0,1
0,3,1,-0.935509922630284,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
0,1,1,-0.6405561572150034,0,0,2.086075100051179,C,1,2.086075100051179,1,1
0,3,0,-2.5085966715117807,3,1,-0.20848026070779724,S,5,-0.04169605214155945,0,1
1,1,0,-0.05064862638444217,1,0,1.0152433403744314,C,2,0.5076216701872157,0,1
1,3,0,-0.6405561572150034,0,0,-0.48538929185170254,S,1,-0.48538929185170254,1,1
0,1,1,-0.1489665481895357,0,2,3.605653717995868,C,3,1.2018845726652894,0,1
0,3,1,-0.8371920008251904,0,0,-0.5502350776259083,C,1,-0.5502350776259083,1,1
0,3,1,-0.935509922630284,0,0,-0.474873759023453,S,1,-0.474873759023453,1,1
1,1,0,1.3258022788868673,0,0,3.926627839086724,C,1,3.926627839086724,1,0
0,3,1,0.34262306083593197,0,0,-0.47186932107252455,S,1,-0.47186932107252455,1,0
1,1,0,0.6375768262512126,1,0,0.4109346968419513,S,2,0.20546734842097564,0,0
0,3,1,-0.05064862638444217,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,2,1,-1.0338278444353775,0,0,0.8415708031416955,S,1,0.8415708031416955,1,1
1,2,0,0.7358947480563062,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
0,3,1,-0.05064862638444217,0,0,-0.47579111407780317,Q,1,-0.47579111407780317,1,1
1,2,0,-1.132145766240471,0,0,-0.39024875673896836,C,1,-0.39024875673896836,1,1
1,1,1,0.7358947480563062,1,2,1.7729465679295144,S,4,0.4432366419823786,0,0
1,3,1,-0.7388740790200969,0,0,-0.4744571436275909,S,1,-0.4744571436275909,1,1
0,3,1,-0.05064862638444217,2,0,-0.47186932107252455,S,3,-0.15728977369084152,0,1
1,1,0,-0.5422382354099099,1,0,1.6382475997962225,C,2,0.8191237998981112,0,1
1,3,0,-0.4439203136048163,0,2,-0.2961097009432103,S,3,-0.09870323364773677,0,1
0,3,1,-0.6405561572150034,0,0,-0.4744571436275909,S,1,-0.4744571436275909,1,1
0,3,0,0.24430513903083845,0,0,-0.4732874157853628,S,1,-0.4732874157853628,1,0
0,2,1,1.7190739661072414,0,0,-0.10983454798564649,S,1,-0.10983454798564649,1,0
0,2,1,-0.5422382354099099,0,0,-0.4202931362482528,S,1,-0.4202931362482528,1,1
1,2,0,-0.05064862638444217,0,0,-0.37722952561827844,S,1,-0.37722952561827844,1,1
1,3,1,1.0308485134715868,0,0,-0.47186932107252455,S,1,-0.47186932107252455,1,0
0,3,1,-0.24728446999462925,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
0,3,0,-0.7388740790200969,1,0,-0.43381310702743087,S,2,-0.21690655351371543,0,1
0,3,1,-0.05064862638444217,1,0,-0.31313484933180485,S,2,-0.15656742466590243,0,1
0,3,0,-0.8371920008251904,0,0,-0.45709750114712633,S,1,-0.45709750114712633,1,1
0,2,1,0.539258904446119,1,0,-0.20998247968326145,S,2,-0.10499123984163072,0,0
0,3,1,2.2106635751327093,0,0,-0.47537449868194104,S,1,-0.47537449868194104,1,0
1,2,1,-2.5085966715117807,1,1,-0.25504904894718816,S,3,-0.08501634964906273,0,1
0,3,1,-0.7388740790200969,0,0,-0.474873759023453,S,1,-0.474873759023453,1,1
0,3,0,-0.05064862638444217,3,1,-0.12051632638051411,S,5,-0.024103265276102823,0,1
0,3,1,-0.05064862638444217,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,3,1,-0.05064862638444217,0,0,-0.49323488082089373,Q,1,-0.49323488082089373,1,1
1,1,0,0.4409409826410255,1,0,1.1720589777438248,Q,2,0.5860294888719124,0,0
0,2,1,-0.05064862638444217,0,0,-0.6306037928132442,S,1,-0.6306037928132442,1,1
1,3,1,1.5224381224970545,0,0,-0.47186932107252455,S,1,-0.47186932107252455,1,0
0,3,0,-0.05064862638444217,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
1,2,0,0.539258904446119,1,1,0.020357763221252944,S,3,0.006785921073750981,0,0
1,2,0,-1.0338278444353775,0,2,-0.37021917039944535,S,3,-0.12340639013314846,0,1
0,2,1,0.1459872172257449,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
0,3,0,-1.8203712188761259,0,2,-0.14688928271376406,S,3,-0.048963094237921355,0,1
0,3,1,-0.05064862638444217,0,0,-0.47245418499363856,C,1,-0.47245418499363856,1,1
0,3,1,-0.7388740790200969,0,0,-0.4757089927738111,Q,1,-0.4757089927738111,1,1
0,3,1,0.04766929542065137,0,0,-0.4728708003895007,S,1,-0.4728708003895007,1,0
0,3,0,-0.05064862638444217,1,1,-0.34217774952411323,S,3,-0.11405924984137107,0,1
0,3,1,-1.0338278444353775,1,1,-0.22575577892563584,S,3,-0.07525192630854528,0,1
0,3,1,-0.05064862638444217,0,0,-0.48538929185170254,S,1,-0.48538929185170254,1,1
1,2,0,-0.05064862638444217,1,0,-0.10983454798564649,S,2,-0.05491727399282324,0,1
1,2,0,-0.935509922630284,0,0,-0.10983454798564649,S,1,-0.10983454798564649,1,1
0,3,1,-0.05064862638444217,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,1
1,3,1,0.34262306083593197,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
1,1,1,-0.05064862638444217,0,0,-0.09881827549890883,S,1,-0.09881827549890883,1,1
1,3,0,-0.05064862638444217,1,0,-0.30812745274692405,S,2,-0.15406372637346202,0,1
1,2,0,1.3258022788868673,1,0,-0.10983454798564649,S,2,-0.05491727399282324,0,0
0,3,1,-1.132145766240471,0,0,-0.48789299014414295,S,1,-0.48789299014414295,1,1
0,1,1,2.1123456533276155,1,0,0.48905008356609087,S,2,0.24452504178304543,0,0
1,1,0,-1.4270995316557518,1,2,1.7729465679295144,S,4,0.4432366419823786,0,1
0,3,0,-0.7388740790200969,2,2,0.057913237607858555,S,5,0.011582647521571711,0,1
1,2,0,-0.4439203136048163,2,3,-0.25504904894718816,S,6,-0.04250817482453136,0,1
0,2,1,0.24430513903083845,0,0,-0.4202931362482528,S,1,-0.4202931362482528,1,0
1,2,0,1.620756044302148,1,1,-0.10482715140076575,S,3,-0.03494238380025525,0,0
0,3,1,-0.8371920008251904,0,0,-0.4403227225877758,S,1,-0.4403227225877758,1,1
0,3,1,-0.3456023917997228,1,0,-0.474873759023453,S,2,-0.2374368795117265,0,1
1,2,0,-0.05064862638444217,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
1,3,1,-0.05064862638444217,0,0,-0.46811377363386397,S,1,-0.46811377363386397,1,1
1,1,1,-2.410278749706687,0,2,1.0089840946433306,S,3,0.33632803154777685,0,1
1,2,0,-1.5254174534608451,0,1,-0.24002685919254593,S,2,-0.12001342959627297,0,1
1,1,1,0.539258904446119,0,0,-0.09881827549890883,S,1,-0.09881827549890883,1,0
1,3,0,-2.3119608279015935,2,1,-0.24486801021080867,C,4,-0.06121700255270217,0,1
1,1,1,2.3089814969378026,0,0,-0.019701409457793036,S,1,-0.019701409457793036,1,0
0,2,1,0.7358947480563062,1,2,-0.07478277189148126,S,4,-0.018695692972870315,0,0
0,3,1,-0.05064862638444217,1,0,-0.23067905124789057,S,2,-0.11533952562394528,0,1
0,1,1,0.1459872172257449,0,0,-0.07478277189148126,C,1,-0.07478277189148126,1,0
1,1,1,2.014027731522522,1,0,1.1541164743008803,C,2,0.5770582371504401,0,0
0,3,1,-0.05064862638444217,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
1,3,1,0.04766929542065137,0,0,-0.47245418499363856,C,1,-0.47245418499363856,1,0
1,1,0,-0.05064862638444217,1,0,0.4081806287202668,S,2,0.2040903143601334,0,1
1,2,0,2.1123456533276155,0,0,-0.4202931362482528,S,1,-0.4202931362482528,1,0
0,3,1,-0.05064862638444217,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,1
1,1,1,1.9157098097174285,0,0,-0.09881827549890883,S,1,-0.09881827549890883,1,0
0,3,1,0.539258904446119,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
0,1,1,1.817391887912335,0,0,0.14053528125839088,S,1,0.14053528125839088,1,0
0,2,1,1.9157098097174285,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
0,3,1,-0.05064862638444217,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
0,3,1,0.9325305916664932,0,0,-0.48939520911960716,S,1,-0.48939520911960716,1,0
0,2,1,-0.05064862638444217,0,0,-0.6306037928132442,S,1,-0.6306037928132442,1,1
0,3,1,-0.05064862638444217,0,0,-0.4758752383404291,Q,1,-0.4758752383404291,1,1
0,3,1,-0.05064862638444217,0,0,-0.48538929185170254,S,1,-0.48538929185170254,1,1
0,3,1,0.9325305916664932,0,0,-0.45709750114712633,S,1,-0.45709750114712633,1,0
1,2,0,0.4409409826410255,1,2,-0.07478277189148126,S,4,-0.018695692972870315,0,0
1,2,0,-0.5422382354099099,0,0,-0.35436174689444505,C,1,-0.35436174689444505,1,1
0,3,0,-0.6405561572150034,0,0,-0.43356273719818683,S,1,-0.43356273719818683,1,1
0,1,1,-0.05064862638444217,0,0,0.4109346968419513,S,1,0.4109346968419513,1,1
0,2,1,0.539258904446119,1,0,-0.20998247968326145,S,2,-0.10499123984163072,0,0
0,3,1,0.04766929542065137,1,0,-0.48947933338223315,S,2,-0.24473966669111658,0,0
0,3,1,-0.6405561572150034,0,0,-0.4799652798709597,S,1,-0.4799652798709597,1,1
0,3,1,-1.9186891406812194,5,2,0.30878380651038395,S,8,0.038597975813797994,0,1
0,2,1,-0.05064862638444217,0,0,-0.6306037928132442,S,1,-0.6306037928132442,1,1
0,3,1,2.1123456533276155,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
1,1,1,-0.3456023917997228,1,0,1.193674907321438,C,2,0.596837453660719,0,1
0,3,0,-0.05064862638444217,3,1,-0.12051632638051411,S,5,-0.024103265276102823,0,1
1,1,0,0.6375768262512126,1,0,1.1720589777438248,S,2,0.5860294888719124,0,0
0,3,1,0.1459872172257449,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
1,3,1,-1.9186891406812194,1,1,-0.31213337001482866,S,3,-0.10404445667160955,0,1
0,3,1,-0.05064862638444217,1,0,-0.23067905124789057,S,2,-0.11533952562394528,0,1
0,3,1,-0.7388740790200969,0,0,-0.48538929185170254,S,1,-0.48538929185170254,1,1
0,3,1,-0.7388740790200969,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
0,3,1,-0.05064862638444217,0,0,-0.34101002464051894,C,1,-0.34101002464051894,1,1
1,1,0,2.50561734054799,1,0,0.9370458323462998,C,2,0.4685229161731499,0,0
0,3,1,-0.05064862638444217,0,0,-0.32815703908644706,S,1,-0.32815703908644706,1,1
0,1,0,-0.3456023917997228,1,2,2.404880016941465,S,4,0.6012200042353663,0,1
0,3,1,-0.4439203136048163,0,0,-0.4744571436275909,S,1,-0.4744571436275909,1,1
0,3,1,-1.132145766240471,0,0,-0.45709750114712633,S,1,-0.45709750114712633,1,1
0,3,0,-0.7388740790200969,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,1
0,3,0,-0.05064862638444217,0,0,-0.47779407271175545,Q,1,-0.47779407271175545,1,1
0,3,0,0.8342126698613996,0,0,-0.4385701337830676,S,1,-0.4385701337830676,1,0
1,1,0,-1.2304636880455646,0,0,1.1019554255554944,S,1,1.1019554255554944,1,1
0,1,1,-1.0338278444353775,1,0,1.5506181595608093,C,2,0.7753090797804046,0,1
1,2,0,0.4409409826410255,0,2,-0.10983454798564649,S,3,-0.0366115159952155,0,0
1,1,1,-0.05064862638444217,0,0,-0.09881827549890883,S,1,-0.09881827549890883,1,1
0,3,1,-0.05064862638444217,0,0,-0.17943736051548892,S,1,-0.17943736051548892,1,1
1,3,1,-0.24728446999462925,0,0,0.5009837111071788,S,1,0.5009837111071788,1,1
1,3,1,0.04766929542065137,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,0
0,3,1,-0.05064862638444217,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
1,1,1,0.7358947480563062,0,0,-0.1040760419130336,S,1,-0.1040760419130336,1,0
1,1,0,2.50561734054799,1,0,0.5591536357544213,C,2,0.27957681787721067,0,0
0,3,1,-0.4439203136048163,0,0,-0.48046601952944784,S,1,-0.48046601952944784,1,1
0,1,1,1.817391887912335,0,0,0.050818758126399535,S,1,0.050818758126399535,1,0
1,2,0,0.539258904446119,0,0,-0.4202931362482528,S,1,-0.4202931362482528,1,0
0,3,1,-0.05064862638444217,0,0,-0.14688928271376406,Q,1,-0.14688928271376406,1,1
1,2,0,0.7358947480563062,1,0,-0.10983454798564649,S,2,-0.05491727399282324,0,0
0,3,1,0.34262306083593197,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,0
1,1,0,0.1459872172257449,0,0,1.2421625299321553,S,1,1.2421625299321553,1,0
0,3,1,-0.6405561572150034,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,3,1,-0.05064862638444217,0,0,-0.4858900315101906,C,1,-0.4858900315101906,1,1
1,1,0,1.5224381224970545,0,1,0.5306955994832271,C,2,0.26534779974161354,0,0
0,3,1,-0.05064862638444217,0,0,-0.4858059072475647,C,1,-0.4858059072475647,1,1
0,3,1,1.178325396179227,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,0
1,2,0,2.1123456533276155,0,0,-0.4202931362482528,S,1,-0.4202931362482528,1,0
0,1,1,-0.05064862638444217,0,0,3.811541841897093,S,1,3.811541841897093,1,1
0,3,1,1.0308485134715868,0,0,-0.47186932107252455,S,1,-0.47186932107252455,1,0
0,2,1,-0.5422382354099099,2,1,-0.40026354990872987,S,4,-0.10006588747718247,0,1
0,3,1,-0.05064862638444217,0,0,-0.4858059072475647,C,1,-0.4858059072475647,1,1
0,3,1,-1.132145766240471,1,1,-0.4858059072475647,C,3,-0.16193530241585488,0,1
1,3,0,-0.05064862638444217,0,2,-0.18277629255828737,C,3,-0.060925430852762454,0,1
0,3,0,0.1459872172257449,0,0,-0.45709750114712633,S,1,-0.45709750114712633,1,0
1,2,0,-2.1153249842914064,0,2,-0.10482715140076575,S,3,-0.03494238380025525,0,1
0,1,1,1.620756044302148,0,0,-0.09881827549890883,S,1,-0.09881827549890883,1,0
1,1,0,0.1459872172257449,0,0,1.50104493337049,C,1,1.50104493337049,1,0
0,3,1,-0.05064862638444217,0,0,-0.3401747908901609,S,1,-0.3401747908901609,1,1
1,1,0,-0.6405561572150034,0,2,0.36086073099314375,C,3,0.12028691033104792,0,1
1,1,0,0.7358947480563062,0,2,0.7914968372928881,S,3,0.26383227909762935,0,0
0,3,0,-1.9186891406812194,4,2,-0.004178480044662747,S,7,-0.0005969257206661066,0,1
0,3,0,-1.7220532970710323,4,2,-0.004178480044662747,S,7,-0.0005969257206661066,0,1
1,2,1,0.34262306083593197,1,0,-0.10983454798564649,S,2,-0.05491727399282324,0,0
0,1,1,2.1123456533276155,1,0,1.50104493337049,C,2,0.750522466685245,0,0
1,2,0,-0.935509922630284,1,0,-0.10983454798564649,S,2,-0.05491727399282324,0,1
1,2,1,-0.05064862638444217,0,0,-0.3529436521816068,C,1,-0.3529436521816068,1,1
0,3,1,0.4409409826410255,1,1,-0.21949653319453488,S,3,-0.07316551106484497,0,0
1,2,1,-2.017007062486313,1,1,0.10548350516422565,S,3,0.03516116838807522,0,1
1,1,1,-1.132145766240471,0,2,1.5903428381479856,C,3,0.5301142793826619,0,1
0,2,1,-0.1489665481895357,0,0,-0.10983454798564649,S,1,-0.10983454798564649,1,1
0,3,1,-0.05064862638444217,0,0,-0.47378815544385083,Q,1,-0.47378815544385083,1,1
1,3,1,-0.6405561572150034,0,0,-0.4858900315101906,C,1,-0.4858900315101906,1,1
1,3,0,-0.6405561572150034,0,0,-0.474873759023453,S,1,-0.474873759023453,1,1
1,1,0,1.9157098097174285,1,0,0.1625678262318662,C,2,0.0812839131159331,0,0
0,1,1,-0.05064862638444217,0,0,3.926627839086724,C,1,3.926627839086724,1,1
1,1,0,1.0308485134715868,1,1,0.964752759129762,S,3,0.321584253043254,0,0
1,3,0,0.7358947480563062,1,0,-0.28208899050554426,S,2,-0.14104449525277213,0,0
0,3,1,-0.05064862638444217,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,1
0,3,1,1.1291664352766801,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,0
0,2,1,-0.05064862638444217,0,0,-0.36020437722968385,S,1,-0.36020437722968385,1,1
0,3,1,-0.05064862638444217,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
0,3,0,-0.05064862638444217,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
0,3,1,-0.4439203136048163,2,0,-0.14688928271376406,S,3,-0.048963094237921355,0,1
0,3,1,-0.935509922630284,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,3,0,0.04766929542065137,0,4,-0.20848026070779724,S,5,-0.04169605214155945,0,0
0,3,1,-0.05064862638444217,0,0,-0.4858059072475647,C,1,-0.4858059072475647,1,1
1,3,1,0.34262306083593197,0,0,-0.4732874157853628,S,1,-0.4732874157853628,1,0
1,1,0,2.4072994187428964,2,0,0.40050328827632764,S,3,0.13350109609210922,0,0
1,1,1,0.7358947480563062,0,0,-0.10207308327908135,S,1,-0.10207308327908135,1,0
1,3,0,-0.05064862638444217,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,1
0,3,1,-1.2304636880455646,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
0,3,1,-0.935509922630284,0,0,-0.3401747908901609,S,1,-0.3401747908901609,1,1
1,2,0,0.539258904446119,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,0
1,1,0,1.0308485134715868,1,0,0.48905008356609087,S,2,0.24452504178304543,0,0
0,3,0,-0.05064862638444217,1,0,-0.34101002464051894,C,2,-0.17050501232025947,0,1
1,3,1,0.34262306083593197,0,0,-0.47186932107252455,S,1,-0.47186932107252455,1,0
1,2,0,-0.3456023917997228,1,1,-0.02971620262755453,S,3,-0.00990540087585151,0,1
1,1,0,1.0308485134715868,1,1,1.5903428381479856,C,3,0.5301142793826619,0,0
0,2,1,2.50561734054799,0,0,-0.10983454798564649,S,1,-0.10983454798564649,1,0
0,1,1,0.7358947480563062,0,0,0.17308335906011574,C,1,0.17308335906011574,1,0
0,3,1,-0.05064862638444217,0,0,-0.4560960218301502,C,1,-0.4560960218301502,1,1
1,1,0,-1.0338278444353775,0,2,0.964752759129762,S,3,0.321584253043254,0,1
0,2,1,1.817391887912335,0,0,-0.3301599977203994,S,1,-0.3301599977203994,1,0
0,3,1,-0.6405561572150034,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
0,3,1,-0.05064862638444217,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,1
0,3,1,0.6375768262512126,0,0,-0.48789299014414295,S,1,-0.48789299014414295,1,0
1,1,0,2.3089814969378026,1,0,0.9370458323462998,C,2,0.4685229161731499,0,0
0,3,1,1.817391887912335,0,0,-0.48538929185170254,S,1,-0.48538929185170254,1,0
0,3,0,-0.05064862638444217,0,2,-0.47537449868194104,Q,3,-0.15845816622731368,0,1
0,2,1,0.8342126698613996,1,0,-0.10983454798564649,S,2,-0.05491727399282324,0,0
0,3,1,0.7358947480563062,1,1,-0.14688928271376406,S,3,-0.048963094237921355,0,0
1,2,0,-0.05064862638444217,0,0,0.03037255639101444,S,1,0.03037255639101444,1,1
0,3,1,2.014027731522522,0,0,-0.6306037928132442,S,1,-0.6306037928132442,1,0
0,3,1,-0.05064862638444217,0,0,-0.4858900315101906,C,1,-0.4858900315101906,1,1
1,1,1,2.014027731522522,1,0,0.509664533826728,C,2,0.254832266913364,0,0
1,2,0,-0.4439203136048163,2,1,-0.0898049616461235,S,4,-0.022451240411530876,0,1
0,3,1,-0.05064862638444217,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,1,1,-0.05064862638444217,0,0,0.21865066798253052,S,1,0.21865066798253052,1,1
0,3,1,1.5224381224970545,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
1,1,1,0.6375768262512126,0,0,-0.09881827549890883,C,1,-0.09881827549890883,1,0
0,3,1,0.7358947480563062,1,0,-0.31914372523366175,S,2,-0.15957186261683087,0,0
0,3,1,0.1459872172257449,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,0
1,1,1,-0.1489665481895357,0,0,-0.019701409457793036,S,1,-0.019701409457793036,1,1
1,2,0,-0.6405561572150034,1,2,0.20221038351505008,C,4,0.05055259587876252,0,1
1,1,0,1.1291664352766801,0,0,2.4431866008158027,S,1,2.4431866008158027,1,0
0,3,0,1.0308485134715868,1,5,-0.004178480044662747,S,7,-0.0005969257206661066,0,0
0,3,1,-0.05064862638444217,0,0,-0.48939520911960716,S,1,-0.48939520911960716,1,1
1,3,0,-0.05064862638444217,1,0,-0.3201452045506379,Q,2,-0.16007260227531894,0,1
0,3,1,-0.05064862638444217,0,0,-0.47537449868194104,Q,1,-0.47537449868194104,1,1
0,3,1,0.6375768262512126,0,0,-0.46936562278008415,S,1,-0.46936562278008415,1,0
1,2,0,-0.4439203136048163,1,2,0.6713193192557502,S,4,0.16782982981393754,0,1
0,3,1,0.539258904446119,1,1,-0.34217774952411323,S,3,-0.11405924984137107,0,0
0,3,0,-0.24728446999462925,1,0,-0.30812745274692405,S,2,-0.15406372637346202,0,1
1,2,0,-2.410278749706687,2,1,0.15055007442815238,S,4,0.037637518607038095,0,1
0,2,1,-0.24728446999462925,0,0,-0.4202931362482528,S,1,-0.4202931362482528,1,1
0,3,1,-0.1489665481895357,1,0,-0.34109214594451104,C,2,-0.17054607297225552,0,1
1,1,1,1.3258022788868673,1,0,0.4220350935913149,S,2,0.21101754679565746,0,0
1,3,1,-0.8371920008251904,1,1,-0.3153040535323752,C,3,-0.10510135117745839,0,1
0,3,1,-0.7388740790200969,0,0,-0.4732874157853628,S,1,-0.4732874157853628,1,1
0,3,1,-0.7388740790200969,0,0,-0.30812745274692405,S,1,-0.30812745274692405,1,1
1,1,0,-0.7388740790200969,0,0,0.9308687079191907,S,1,0.9308687079191907,1,1
0,3,1,-0.24728446999462925,0,0,-0.47245418499363856,S,1,-0.47245418499363856,1,1
0,3,1,-0.05064862638444217,0,0,-0.4757089927738111,Q,1,-0.4757089927738111,1,1
0,3,1,2.2106635751327093,0,0,-0.4893110848569811,S,1,-0.4893110848569811,1,0
1,1,1,0.34262306083593197,0,0,-0.019701409457793036,C,1,-0.019701409457793036,1,0
0,1,1,-0.05064862638444217,0,0,-0.6306037928132442,S,1,-0.6306037928132442,1,1
0,3,0,-1.9186891406812194,3,2,-0.07177833394055284,S,6,-0.011963055656758807,0,1
1,2,0,-0.05064862638444217,0,0,-0.37021917039944535,S,1,-0.37021917039944535,1,1
0,3,1,0.34262306083593197,0,0,-0.47186932107252455,S,1,-0.47186932107252455,1,0
0,2,1,0.24430513903083845,1,1,-0.10482715140076575,S,3,-0.03494238380025525,0,0
